#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2014-08-15T20:52:09 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ53ee72a26361	
#INFO	-out.max=unlimited	
#INFO	queryParameters=28	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=V/130/gcs3
#-nav=cat:V/130&tab:{V/130/gcs3}&key:source=V/130/gcs3&HTTPPRM:&&-ref=VIZ53ee72a26361&-out.max=unlimited&-out.form=ascii table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=Name&-out=m_Name&-out=RAJ2000&-out=DEJ2000&-out=logTe&-out=[Fe/H]&-out=Dist&-out=VMag&-out=age&-out=UVel&-out=VVel&-out=WVel&-out=Vmag&-out=b-y&-out=m1&-out=c1&-out=Simbad&-ignore=Simbad=*&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/130/gcs3
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/130/gcs3
#-order=I
#-out=Name
#-out=m_Name
#-out=RAJ2000
#-out=DEJ2000
#-out=logTe
#-out=[Fe/H]
#-out=Dist
#-out=VMag
#-out=age
#-out=UVel
#-out=VVel
#-out=WVel
#-out=Vmag
#-out=b-y
#-out=m1
#-out=c1
#-out=Simbad
#

#RESOURCE=yCat_5130
#Name: V/130
#Title: Geneva-Copenhagen Survey of Solar neighbourhood III (Holmberg+, 2009)
#Table	V_130_gcs3:
#Name: V/130/gcs3
#Title: Geneva-Copenhagen catalogue III {\em(includes uvby data from Olsen 1984A\&AS...57..443O)}
#Column	Name	(a11)	Object name (HD, BD, CD or CP) (1)	[ucd=meta.id;meta.main]
#Column	m_Name	(A4)	Components included in photometry (2)	[ucd=meta.code.multip]
#Column	RAJ2000	(A10)	Right ascension (ICRF)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (ICRF)	[ucd=pos.eq.dec;meta.main]
#Column	logTe	(F6.3)	? Effective temperature	[ucd=phys.temperature.effective]
#Column	[Fe/H]	(F5.2)	? Metallicity	[ucd=phys.abund.Z]
#Column	Dist	(I4)	? Distance [NULL integer written as an empty string]	[ucd=pos.distance;pos.heliocentric]
#Column	VMag	(F5.2)	? Absolute magnitude	[ucd=phys.magAbs;em.opt.V]
#Column	age	(F4.1)	? Age, in Gigayears	[ucd=time.age]
#Column	UVel	(I5)	? Heliocentric space velocity component U (6) [NULL integer written as an empty string]	[ucd=pos.cartesian.x]
#Column	VVel	(I5)	? Heliocentric space velocity component V (6) [NULL integer written as an empty string]	[ucd=pos.cartesian.y]
#Column	WVel	(I5)	? Heliocentric space velocity component W (6) [NULL integer written as an empty string]	[ucd=pos.cartesian.z]
#Column	Vmag	(F6.3)	Visual magnitude	[ucd=phot.mag;em.opt.V]
#Column	b-y	(F6.3)	Stroemgren (b-y) index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	m1	(F6.3)	Stroemgren m_1_ index ((v-b) - (b-y))	[ucd=phot.color]
#Column	c1	(F6.3)	Stroemgren c_1_ index ((u-v) - (v-b))	[ucd=phot.color]
#Column	Simbad	(a6)	ask the {\bf\fg{FireBrick}Simbad} data-base about this object	[ucd=]
Name	m_Name	RAJ2000	DEJ2000	logTe	[Fe/H]	Dist	VMag	age	UVel	VVel	WVel	Vmag	b-y	m1	c1	Simbad
HD 166987  	    	18 10 55.1	+45 19 33	 3.764	-0.04	  95	 3.76	 7.0	  -24	  -39	  -15	 8.654	 0.396	 0.189	 0.396	Simbad
HD 167043  	    	18 11 46.8	+37 53 14	 3.780	-0.08	 123	 2.93	 2.8	   12	   11	   -5	 8.373	 0.360	 0.165	 0.448	Simbad
HD 167062  	    	18 21 25.0	-74 22 28	 3.803	-0.22	 130	 3.00	 2.6	  -27	  -40	  -13	 8.559	 0.304	 0.144	 0.447	Simbad
HD 167065  	A   	18 13 18.7	+09 05 49	 3.757	-0.33	 126	 2.47	 2.9	  -12	  -12	  -17	 7.976	 0.402	 0.154	 0.449	Simbad
HD 167081  	A   	18 12 43.2	+24 23 36	 3.758	 0.06	  49	 4.80	 2.6	   -1	  -32	   17	 8.268	 0.413	 0.231	 0.344	Simbad
HD 167134  	A   	18 13 15.6	+16 16 23	 3.781	-0.06	  59	 2.92	 2.7	    0	  -19	   -2	 6.781	 0.358	 0.166	 0.452	Simbad
HD 167159  	    	18 09 53.2	+61 52 51	 3.778	-0.04	  73	 2.93	 2.8	  -10	  -35	    4	 7.239	 0.365	 0.170	 0.450	Simbad
HD 167191  	    	18 12 30.2	+35 33 38	 3.782	-0.35	 126	 2.87	 3.9	   19	  -35	  -32	 8.370	 0.345	 0.137	 0.439	Simbad
HD 167215  	A   	18 12 59.4	+28 15 27	 3.772	-0.52	  82	 3.51	 7.1	  -60	  -15	    0	 8.090	 0.363	 0.130	 0.378	Simbad
HD 167216  	B   	18 13 02.3	+28 14 47	 3.772	-0.54	  79	 3.74	 8.1	  -58	  -16	    1	 8.228	 0.364	 0.129	 0.370	Simbad
HD 167260  	AB  	18 12 05.1	+46 44 11	 3.774	-0.16	  99	 3.51	 5.7	   25	  -24	   15	 8.480	 0.370	 0.170	 0.368	Simbad
HD 167278  	AB  	18 14 33.6	+00 10 32	 3.808	-0.15	  61	 3.65	 2.3	   -2	   -9	  -11	 7.590	 0.294	 0.151	 0.417	Simbad
HD 167300  	    	18 18 44.5	-61 56 06	 3.760	-0.56	  88	 4.45	12.0	   -2	   -6	  -18	 9.179	 0.388	 0.146	 0.312	Simbad
HD 167303  	AB  	18 12 38.8	+41 23 08	 3.815	-0.04	 121	 3.02	 1.9	  -29	  -28	  -20	 8.428	 0.281	 0.159	 0.523	Simbad
HD 167359  	    	18 15 49.0	-23 48 57	 3.729	-0.17	  36	 5.76	    	  -34	  -24	  -21	 8.552	 0.461	 0.277	 0.296	Simbad
HD 167364  	    	18 16 13.3	-31 53 51	 3.776	-0.24	 139	 3.51	 5.9	     	     	     	 9.235	 0.363	 0.154	 0.400	Simbad
HD 167382  	    	18 16 19.1	-31 19 16	 3.837	-0.28	  80	 2.80	 1.7	     	     	     	 7.329	 0.225	 0.154	 0.617	Simbad
HD 167385  	    	18 17 47.3	-52 02 25	 3.831	-0.29	  58	 3.28	 1.7	     	     	     	 7.096	 0.240	 0.149	 0.523	Simbad
HD 167389  	    	18 13 07.2	+41 28 31	 3.764	-0.15	  34	 4.74	 4.3	   17	   -6	  -15	 7.389	 0.392	 0.191	 0.336	Simbad
HD 167391  	    	18 13 54.8	+26 45 22	 3.811	-0.22	 144	 2.34	 2.0	   -2	  -12	  -18	 8.133	 0.286	 0.146	 0.620	Simbad
HD 167407  	    	18 06 02.1	+76 07 54	 3.773	-0.02	  64	 3.54	 5.4	    0	  -21	   11	 7.579	 0.378	 0.185	 0.389	Simbad
HD 167425  	AB  	18 19 40.1	-63 53 11	 3.778	 0.02	  23	 4.37	 1.2	  -18	  -22	  -13	 6.180	 0.367	 0.195	 0.354	Simbad
HD 167469  	    	18 10 01.3	+67 46 54	 3.789	-0.22	 107	 3.11	 3.0	   52	  -28	  -34	 8.261	 0.331	 0.148	 0.413	Simbad
HD 167471  	    	18 11 31.5	+60 36 43	 3.786	-0.03	 152	 1.79	 1.6	  -24	  -15	   14	 7.692	 0.348	 0.167	 0.451	Simbad
HD 167490  	AB  	18 49 07.1	-86 11 43	 3.797	-0.04	  75	 3.61	 2.7	  -24	   -3	  -20	 7.982	 0.321	 0.166	 0.408	Simbad
HD 167491  	    	18 14 04.8	+31 32 23	 3.825	 0.03	  81	 3.05	 1.3	     	     	     	 7.589	 0.259	 0.169	 0.550	Simbad
HD 167496  	    	18 15 55.8	-11 01 03	 3.748	-0.35	    	     	    	     	     	     	 8.544	 0.420	 0.162	 0.432	Simbad
HD 167518  	A   	18 16 04.6	-11 10 47	 3.755	-0.75	  90	 2.95	 5.2	   43	  -13	    4	 7.730	 0.394	 0.117	 0.505	Simbad
HD 167534  	    	18 08 53.1	+72 09 09	 3.812	-0.32	 163	 1.47	 1.4	    1	    2	  -17	 7.525	 0.281	 0.139	 0.630	Simbad
HD 167535  	    	18 12 43.4	+53 33 27	 3.779	-0.07	 152	 2.76	 2.6	   11	  -32	  -17	 8.669	 0.363	 0.165	 0.486	Simbad
HD 167536  	    	18 13 23.6	+45 35 27	 3.839	 0.00	 138	 2.88	 1.2	     	     	     	 8.581	 0.222	 0.174	 0.603	Simbad
HD 167538  	    	18 14 57.5	+18 28 28	 3.798	-0.36	 125	 2.63	 2.5	   13	   -5	    2	 8.125	 0.310	 0.137	 0.547	Simbad
HD 167540  	    	18 15 19.3	+10 16 43	 3.743	 0.05	  56	 4.87	10.8	  -66	  -52	   10	 8.622	 0.443	 0.255	 0.347	Simbad
HD 167554  	    	18 17 29.6	-38 26 51	 3.721	-0.22	  57	 5.88	    	   20	    2	   -7	 9.679	 0.475	 0.335	 0.258	Simbad
HD 167586  	    	18 23 06.8	-73 00 51	 3.781	-0.28	  65	 4.07	 5.4	    8	   30	   23	 8.124	 0.349	 0.151	 0.369	Simbad
HD 167588  	    	18 14 44.0	+29 12 26	 3.769	-0.33	  42	 3.43	 6.3	   41	  -18	  -17	 6.560	 0.376	 0.156	 0.357	Simbad
HD 167606  	    	18 15 19.3	+17 06 47	 3.782	-0.31	 583	-0.18	 0.5	     	     	     	 8.647	 0.347	 0.152	 0.608	Simbad
HD 167625  	AB  	18 15 25.0	+19 46 13	 3.798	-0.23	 114	 2.62	 2.4	    6	   11	   -1	 7.901	 0.313	 0.143	 0.476	Simbad
HD 167665  	    	18 17 23.7	-28 17 20	 3.786	-0.23	  30	 3.95	 4.3	    6	  -10	  -28	 6.370	 0.339	 0.156	 0.362	Simbad
HD 167677  	    	18 16 49.5	-11 24 21	 3.742	-0.20	  58	 5.09	13.1	  -39	  -58	  -48	 8.906	 0.435	 0.229	 0.308	Simbad
HD 167693  	    	18 15 59.0	+11 57 30	 3.785	-0.34	 175	 2.25	 2.7	    7	    3	  -17	 8.471	 0.339	 0.137	 0.485	Simbad
HD 167718  	    	18 16 54.6	-10 27 32	 3.763	-0.20	  71	 4.04	 9.1	  -26	  -39	  -63	 8.307	 0.393	 0.179	 0.355	Simbad
HD 167732  	AB  	18 18 58.1	-47 59 21	 3.720	-0.31	  61	 5.08	    	    5	    5	   -8	 8.985	 0.473	 0.293	 0.271	Simbad
HD 167736  	    	18 20 52.0	-62 56 46	 3.788	-0.31	 115	 3.02	 4.3	     	     	     	 8.321	 0.331	 0.140	 0.406	Simbad
HD 167763  	    	18 14 19.6	+47 13 14	 3.808	-0.01	 161	 2.34	 1.8	     	     	     	 8.376	 0.297	 0.164	 0.562	Simbad
HD 167772  	    	18 17 26.9	-19 29 18	 3.800	 0.01	  85	 3.01	 2.3	  -87	  -30	   -6	 7.658	 0.316	 0.165	 0.465	Simbad
HD 167781  	    	18 15 37.9	+27 11 19	 3.806	-0.16	 145	 2.66	 2.2	  -41	  -16	  -12	 8.461	 0.298	 0.149	 0.502	Simbad
HD 167825  	    	18 19 34.0	-49 20 49	 3.831	-0.25	 162	 1.30	 1.2	  -14	  -26	   -1	 7.356	 0.239	 0.152	 0.646	Simbad
HD 167847  	A   	18 18 32.3	-35 03 00	 3.780	-0.34	  78	 4.33	 5.4	   -1	   -5	  -21	 8.797	 0.351	 0.153	 0.330	Simbad
HD 167847  	B   	18 18 31.8	-35 03 02	 3.743	-0.08	  74	 5.57	    	   -3	   -5	  -20	 9.920	 0.438	 0.262	 0.295	Simbad
HD 167854  	    	18 21 10.7	-62 11 34	 3.810	-0.08	  70	 3.67	 1.0	  -29	  -39	   -2	 7.892	 0.290	 0.156	 0.446	Simbad
HD 167855  	AB  	18 11 15.2	+69 14 59	 3.791	-0.27	  92	 3.54	 3.6	  -10	  -22	  -16	 8.345	 0.327	 0.144	 0.406	Simbad
HD 167954  	    	18 19 41.2	-45 41 56	 3.793	 0.08	  40	 3.86	 1.9	    4	  -31	    0	 6.854	 0.335	 0.180	 0.412	Simbad
HD 168009  	    	18 15 32.4	+45 12 33	 3.756	-0.11	  23	 4.51	 9.1	   -5	  -62	  -23	 6.297	 0.410	 0.203	 0.344	Simbad
HD 168038  	    	18 16 44.7	+27 05 44	 3.772	-0.57	  82	 3.77	 8.3	   19	   -6	   -9	 8.338	 0.362	 0.123	 0.402	Simbad
HD 168066  	    	18 15 34.1	+47 33 39	 3.840	 0.00	 154	 1.55	 1.1	     	     	     	 7.484	 0.220	 0.174	 0.766	Simbad
HD 168068  	AB  	18 16 56.2	+26 46 36	 3.751	-0.36	    	     	    	     	     	     	 8.936	 0.413	 0.166	 0.371	Simbad
HD 168092  	A   	18 14 40.9	+56 35 17	 3.831	-0.23	 108	 1.50	 1.2	  -13	  -12	    5	 6.670	 0.241	 0.153	 0.634	Simbad
HD 168093  	    	18 15 20.0	+50 58 16	 3.782	-0.11	  56	 3.93	 4.2	    7	   -7	  -10	 7.664	 0.353	 0.173	 0.360	Simbad
HD 168128  	    	18 21 57.0	-58 50 10	 3.697	-0.37	 126	 2.85	    	  -18	  -22	  -17	 8.357	 0.515	 0.311	 0.323	Simbad
HD 168151  	    	18 13 53.8	+64 23 50	 3.813	-0.22	  23	 3.23	 2.3	   -6	  -14	  -50	 5.030	 0.281	 0.143	 0.472	Simbad
HD 168214  	    	18 20 26.8	-40 16 21	 3.672	-1.20	    	     	    	     	     	     	 7.962	 0.549	 0.300	 0.249	Simbad
HD 168218  	    	18 21 11.7	-49 08 36	 3.762	-0.66	 139	 3.40	 8.2	   62	  -27	    4	 9.110	 0.383	 0.123	 0.377	Simbad
HD 168263  	AB  	18 23 03.1	-62 35 15	 3.808	-0.21	 156	 2.60	 2.2	  -11	   -3	   -8	 8.558	 0.292	 0.145	 0.510	Simbad
HD 168266  	    	18 13 48.6	+66 28 20	 3.839	-0.06	 132	 2.46	 1.4	     	     	     	 8.061	 0.222	 0.169	 0.618	Simbad
HD 168292  	A   	18 22 09.9	-55 33 51	 3.807	-0.32	  91	 3.22	 2.7	   -9	   16	  -27	 8.009	 0.293	 0.135	 0.449	Simbad
HD 168292  	B   	18 22 10.1	-55 34 22	 3.778	 0.06	  96	 3.53	 3.4	     	     	     	 8.448	 0.370	 0.185	 0.420	Simbad
HD 168324  	    	18 19 18.3	-05 29 14	 3.779	-0.43	  93	 3.66	 6.5	    0	    1	  -22	 8.490	 0.351	 0.132	 0.493	Simbad
HD 168342  	    	18 16 14.8	+52 52 08	 3.830	-0.06	 202	 2.29	 1.5	  -16	   -9	  -15	 8.817	 0.244	 0.165	 0.634	Simbad
HD 168360  	    	18 22 02.0	-51 25 35	 3.835	-0.24	 131	 2.89	 1.7	     	     	     	 8.473	 0.230	 0.155	 0.592	Simbad
HD 168363  	    	18 18 32.2	+18 22 50	 3.786	-0.21	  78	 3.41	 3.5	    6	  -38	  -13	 7.860	 0.340	 0.153	 0.393	Simbad
HD 168364  	    	18 18 36.5	+17 00 10	 3.760	-0.31	 117	 2.55	 2.9	  -10	  -24	  -17	 7.895	 0.395	 0.164	 0.365	Simbad
HD 168393  	    	18 19 52.1	-11 17 15	      	     	  98	 2.45	    	   27	    0	   -9	 7.401	 0.384	 0.124	 0.533	Simbad
HD 168432  	AB  	18 19 48.1	-04 57 41	 3.780	-0.22	  60	 3.71	 5.9	  -17	   18	  -24	 7.585	 0.353	 0.162	 0.352	Simbad
HD 168443  	    	18 20 03.9	-09 35 44	 3.734	-0.08	  37	 4.06	11.3	  -31	  -57	   -7	 6.924	 0.455	 0.233	 0.377	Simbad
HD 168451  	    	18 20 32.5	-20 12 58	      	     	    	     	    	     	     	     	 7.902	 0.524	 0.113	 0.473	Simbad
HD 168459  	AB  	18 20 05.1	-07 58 52	 3.832	 0.10	  60	 2.65	 1.3	  -50	  -21	  -12	 6.544	 0.242	 0.178	 0.628	Simbad
HD 168499  	AB  	18 19 40.1	+10 16 17	 3.761	-0.23	  57	 4.46	 9.0	   30	  -57	    0	 8.256	 0.397	 0.199	 0.297	Simbad
HD 168500  	    	18 19 54.0	+04 29 07	 3.758	-0.26	  74	 3.83	 9.4	   35	  -17	  -25	 8.174	 0.401	 0.170	 0.379	Simbad
HD 168511  	    	18 21 42.0	-36 54 27	 3.737	-0.26	    	     	    	     	     	     	 9.182	 0.443	 0.205	 0.355	Simbad
HD 168578  	    	18 19 02.4	+34 02 42	 3.768	-0.18	  97	 4.17	 7.3	  -76	  -10	    3	 9.097	 0.384	 0.176	 0.359	Simbad
HD 168601  	    	18 17 38.7	+53 44 42	 3.798	 0.04	 207	 2.06	 1.7	  -21	  -21	  -11	 8.638	 0.321	 0.168	 0.528	Simbad
HD 168621  	    	18 19 12.1	+34 07 33	 3.815	-0.24	 121	 3.26	 2.3	   -4	  -20	   -4	 8.679	 0.276	 0.141	 0.469	Simbad
HD 168654  	    	18 19 04.3	+40 55 38	 3.795	-0.15	 114	 2.90	 2.6	  -22	    7	   -9	 8.177	 0.322	 0.156	 0.396	Simbad
HD 168690  	    	18 25 13.4	-62 30 06	 3.835	 0.23	 151	 1.99	 1.1	     	     	     	 7.878	 0.237	 0.191	 0.763	Simbad
HD 168713  	AB  	18 24 12.1	-54 33 31	 3.701	-0.37	  45	 6.30	    	   27	  -11	   22	 9.558	 0.507	 0.372	 0.261	Simbad
HD 168746  	    	18 21 49.7	-11 55 21	 3.745	-0.11	  43	 4.81	12.3	  -20	  -22	   -3	 7.960	 0.434	 0.224	 0.342	Simbad
HD 168769  	A   	18 23 19.6	-39 31 11	 3.719	-0.19	  50	 5.87	 1.2	   26	   -3	   -3	 9.369	 0.479	 0.306	 0.293	Simbad
HD 168774  	    	18 18 59.5	+48 34 14	 3.792	 0.00	  63	 3.69	 3.0	  -49	  -36	  -19	 7.696	 0.332	 0.170	 0.414	Simbad
HD 168782  	    	18 21 37.3	-03 52 29	 3.799	-0.37	 274	 0.84	 1.0	   -8	   16	  -21	 8.021	 0.308	 0.136	 0.596	Simbad
HD 168788  	    	18 23 50.9	-45 08 23	 3.711	 0.14	  44	 5.44	    	  -45	  -16	  -10	 8.657	 0.502	 0.400	 0.305	Simbad
HD 168815  	BC  	18 22 13.4	-15 05 24	 3.780	-0.75	 224	 1.22	 1.4	  -26	   10	    1	 7.971	 0.340	 0.108	 0.518	Simbad
HD 168849  	    	18 25 16.7	-57 05 43	 3.814	-0.14	  47	 3.47	 1.9	   -6	    1	   -6	 6.852	 0.280	 0.150	 0.460	Simbad
HD 168850  	A   	18 19 42.2	+44 53 16	 3.796	-0.36	 125	 3.25	 3.2	   12	  -16	  -19	 8.734	 0.314	 0.133	 0.434	Simbad
HD 168871  	    	18 24 33.1	-49 39 10	 3.774	-0.14	  28	 4.20	 6.0	   22	  -23	  -20	 6.461	 0.370	 0.179	 0.343	Simbad
HD 168874  	AB  	18 20 49.2	+27 31 49	 3.757	-0.18	  29	 4.72	10.0	  -21	   -5	   -8	 7.002	 0.406	 0.196	 0.332	Simbad
HD 168893  	AB  	18 22 37.8	-11 51 44	 3.761	 0.04	  66	 4.05	 7.2	  -27	  -16	  -14	 8.141	 0.405	 0.206	 0.384	Simbad
HD 168930  	    	18 19 49.5	+48 06 02	 3.803	-0.03	  88	 3.66	 2.0	  -20	  -27	   -7	 8.388	 0.307	 0.162	 0.435	Simbad
HD 168954  	    	18 20 30.8	+39 52 41	 3.805	-0.21	  95	 3.43	 2.7	     	     	     	 8.329	 0.298	 0.144	 0.455	Simbad
HD 168956  	    	18 21 15.8	+26 42 24	 3.777	-0.48	  71	 4.15	 6.7	  -19	  -25	  -12	 8.413	 0.353	 0.133	 0.361	Simbad
HD 168960  	    	18 21 50.3	+15 37 33	 3.770	 0.04	  63	 3.84	 5.9	   28	  -41	  -11	 7.856	 0.387	 0.197	 0.383	Simbad
HD 168982  	    	18 24 58.9	-48 33 17	 3.843	 0.33	 169	 1.84	 0.9	     	     	     	 7.980	 0.214	 0.203	 0.705	Simbad
HD 168991  	AB  	18 23 33.2	-26 10 17	 3.797	-0.05	 104	 2.59	 2.2	  -30	  -17	   -7	 7.685	 0.320	 0.160	 0.463	Simbad
HD 169002  	    	18 16 40.7	+69 42 34	 3.813	-0.17	 118	 3.00	 2.3	    5	   -9	   16	 8.358	 0.282	 0.147	 0.477	Simbad
HD 169006  	    	18 22 18.0	+07 32 56	 3.783	-0.10	  75	 2.83	 2.6	   14	  -30	   22	 7.205	 0.352	 0.166	 0.396	Simbad
HD 169029  	    	18 21 11.8	+32 52 40	 3.810	-0.27	  69	 3.30	 2.6	   25	   -6	    0	 7.495	 0.287	 0.139	 0.464	Simbad
HD 169061  	    	18 22 01.4	+21 16 07	 3.766	-0.43	 243	 0.80	 0.9	    2	  -15	  -25	 7.734	 0.379	 0.163	 0.546	Simbad
HD 169108  	    	18 30 28.6	-73 19 01	 3.774	-0.20	 132	 3.47	 5.9	  -17	   15	   11	 9.075	 0.370	 0.160	 0.405	Simbad
HD 169122  	AB  	18 24 48.4	-36 42 23	 3.769	-0.10	  84	 3.78	 6.7	  -45	  -16	  -14	 8.414	 0.384	 0.192	 0.338	Simbad
HD 169125  	    	18 25 17.8	-44 35 34	 3.761	-0.40	  38	 4.91	 5.6	   -6	  -12	   21	 7.819	 0.390	 0.176	 0.286	Simbad
HD 169154  	    	18 22 44.7	+15 47 17	 3.741	 0.26	  58	 4.32	 9.2	   23	   -3	   17	 8.136	 0.456	 0.276	 0.398	Simbad
HD 169155  	    	18 23 34.9	-06 15 03	 3.772	-0.44	 105	 3.19	 5.7	  -13	  -24	    7	 8.295	 0.366	 0.134	 0.497	Simbad
HD 169178  	    	18 24 50.5	-34 11 26	 3.712	-0.26	  39	 5.93	    	  -13	  -24	   -3	 8.891	 0.490	 0.317	 0.289	Simbad
HD 169244  	    	18 22 08.9	+36 18 06	 3.788	-0.30	  69	 3.40	 4.9	    2	  -22	  -29	 7.605	 0.333	 0.142	 0.401	Simbad
HD 169265  	    	18 21 49.6	+44 40 39	 3.792	-0.02	 131	 3.00	 2.6	   13	  -12	  -18	 8.575	 0.332	 0.164	 0.471	Simbad
HD 169268  	    	18 24 03.5	-03 34 59	 3.837	-0.27	  62	 2.40	 1.7	  -10	  -21	   -3	 6.362	 0.226	 0.154	 0.577	Simbad
HD 169282  	    	18 17 52.0	+70 00 40	 3.817	 0.03	 214	 1.13	 1.1	   15	  -15	  -16	 7.784	 0.277	 0.167	 0.592	Simbad
HD 169303  	    	18 27 17.5	-55 57 15	 3.781	-0.08	  73	 3.32	 3.3	  -17	   -5	   -1	 7.629	 0.358	 0.167	 0.420	Simbad
HD 169306  	    	18 22 24.8	+36 54 02	 3.804	-0.19	 209	 1.29	 1.4	   34	   -2	  -20	 7.892	 0.302	 0.149	 0.572	Simbad
HD 169307  	    	18 22 37.6	+33 15 22	 3.736	-0.06	  69	 4.31	14.4	     	     	     	 8.494	 0.452	 0.231	 0.381	Simbad
HD 169309  	A   	18 24 03.9	+01 29 58	 3.832	-0.24	 187	 2.24	 1.7	   12	  -20	    8	 8.601	 0.238	 0.153	 0.637	Simbad
HD 169332  	    	18 24 30.0	-08 10 30	 3.823	-0.23	  93	 2.50	 1.9	     	     	     	 7.356	 0.258	 0.149	 0.695	Simbad
HD 169351  	    	18 29 01.7	-65 11 19	 3.776	 0.02	  83	 3.10	 3.0	  -19	   -4	   -2	 7.700	 0.373	 0.186	 0.398	Simbad
HD 169352  	    	18 20 42.0	+58 39 37	 3.818	 0.05	 361	 0.21	 0.7	     	     	     	 8.001	 0.276	 0.169	 0.693	Simbad
HD 169359  	    	18 23 47.0	+14 54 27	 3.769	-0.28	  58	 4.00	 8.6	    7	    3	  -38	 7.809	 0.377	 0.164	 0.348	Simbad
HD 169367  	    	18 24 23.4	-01 03 50	 3.745	-0.35	    	     	    	     	     	     	 7.687	 0.425	 0.161	 0.476	Simbad
HD 169383  	    	18 27 12.9	-51 53 03	 3.757	-0.52	  62	 4.00	11.4	   76	  -38	  -78	 7.972	 0.396	 0.150	 0.329	Simbad
HD 169390  	    	18 24 01.3	+08 39 15	 3.727	-0.70	    	     	    	     	     	     	 8.479	 0.451	 0.147	 0.412	Simbad
HD 169392  	AB  	18 24 42.9	-06 36 13	 3.774	-0.03	  72	 2.90	 2.8	  -63	  -35	   16	 7.195	 0.374	 0.178	 0.411	Simbad
HD 169407  	    	18 27 05.7	-50 30 32	 3.781	-0.25	 158	 2.50	 2.9	     	     	     	 8.492	 0.352	 0.147	 0.468	Simbad
HD 169431  	AB  	18 22 08.9	+48 21 27	 3.794	 0.03	 239	 1.43	 1.4	  -26	  -18	    9	 8.322	 0.329	 0.173	 0.559	Simbad
HD 169448  	    	18 28 25.1	-60 14 15	 3.785	-0.35	 101	 3.69	 5.2	  -16	   -6	  -20	 8.701	 0.339	 0.140	 0.385	Simbad
HD 169489  	    	18 23 21.2	+34 51 13	 3.841	 0.11	 214	 2.25	 1.2	     	     	     	 8.906	 0.217	 0.183	 0.681	Simbad
HD 169499  	    	18 26 49.5	-40 45 29	 3.706	-0.43	    	     	    	     	     	     	 8.936	 0.495	 0.260	 0.324	Simbad
HD 169506  	    	18 37 02.6	-79 37 44	 3.770	 0.12	 109	 2.77	 2.6	   29	  -23	   -6	 7.955	 0.390	 0.192	 0.481	Simbad
HD 169531  	    	18 20 19.2	+65 19 18	 3.796	-0.22	  86	 3.28	 3.1	  -10	  -21	  -21	 7.967	 0.317	 0.146	 0.421	Simbad
HD 169586  	    	18 26 40.8	-30 23 35	 3.790	 0.16	  47	 3.42	 2.5	  -28	  -12	   -4	 6.764	 0.345	 0.186	 0.445	Simbad
HD 169607  	    	18 27 03.3	-35 54 47	 3.756	-0.56	  67	 5.10	    	   28	   -3	   13	 9.230	 0.397	 0.171	 0.259	Simbad
HD 169633  	    	18 26 07.3	-14 47 36	 3.790	-0.10	  73	 3.89	 3.3	     	     	     	 8.214	 0.334	 0.165	 0.383	Simbad
HD 169666  	    	18 19 08.2	+71 31 04	 3.812	-0.04	  53	 3.05	 2.0	    1	  -47	   -8	 6.679	 0.288	 0.158	 0.483	Simbad
HD 169693  	    	18 26 13.2	-07 37 13	 3.782	-0.18	 133	 2.52	 2.6	   21	  -24	  -14	 8.134	 0.350	 0.152	 0.471	Simbad
HD 169721  	    	18 25 50.1	+07 06 06	 3.807	-0.26	 168	 1.89	 1.7	  -12	    3	   21	 8.023	 0.293	 0.143	 0.558	Simbad
HD 169743  	    	18 29 13.2	-54 56 03	 3.718	-0.18	  44	 6.31	    	    0	  -39	   -6	 9.527	 0.481	 0.348	 0.264	Simbad
HD 169748  	A   	18 24 40.1	+33 11 00	 3.782	-0.23	  51	 4.35	 3.1	  -39	  -14	    4	 7.888	 0.350	 0.161	 0.346	Simbad
HD 169766  	    	18 28 33.0	-46 44 55	 3.765	 0.16	 148	 2.14	 2.2	   35	  -18	    6	 7.984	 0.403	 0.202	 0.488	Simbad
HD 169801  	    	18 26 37.1	-05 36 06	 3.821	-0.29	 406	 0.39	 0.8	     	     	     	 8.438	 0.263	 0.144	 0.704	Simbad
HD 169807  	    	18 27 48.4	-31 49 07	 3.721	-0.23	  44	 5.91	    	  -45	  -52	  -20	 9.148	 0.475	 0.312	 0.273	Simbad
HD 169812  	    	18 28 16.5	-40 30 12	 3.761	-0.26	 111	 3.99	 9.4	  -69	  -29	  -17	 9.226	 0.396	 0.170	 0.368	Simbad
